icon 0: {'type': 'text', 'bbox': [0.06693548709154129, 0.01984127052128315, 0.16612903773784637, 0.035353533923625946], 'interactivity': False, 'content': '16:04', 'source': 'box_ocr_content_ocr'}
icon 1: {'type': 'icon', 'bbox': [0.04379535838961601, 0.44173306226730347, 0.9589011073112488, 0.5006101131439209], 'interactivity': True, 'content': '120g*1# ', 'source': 'box_yolo_content_ocr'}
icon 2: {'type': 'icon', 'bbox': [0.5005365014076233, 0.9012838006019592, 0.9827065467834473, 0.9577221870422363], 'interactivity': True, 'content': '?209.00 ', 'source': 'box_yolo_content_ocr'}
icon 3: {'type': 'icon', 'bbox': [0.013403989374637604, 0.9007754325866699, 0.4931909441947937, 0.9579436182975769], 'interactivity': True, 'content': ' 204.00 ', 'source': 'box_yolo_content_ocr'}
icon 4: {'type': 'icon', 'bbox': [0.1925658881664276, 0.1958325356245041, 0.4511844217777252, 0.22891326248645782], 'interactivity': True, 'content': '209 ', 'source': 'box_yolo_content_ocr'}
icon 5: {'type': 'icon', 'bbox': [0.8473495244979858, 0.5192558169364929, 0.9492332935333252, 0.5634686350822449], 'interactivity': True, 'content': 'a button to add or create a new item.', 'source': 'box_yolo_content_yolo'}
icon 6: {'type': 'icon', 'bbox': [0.6417791247367859, 0.5189831256866455, 0.7465759515762329, 0.5647584199905396], 'interactivity': True, 'content': 'a loading or buffering indicator.', 'source': 'box_yolo_content_yolo'}
icon 7: {'type': 'icon', 'bbox': [0.7292565107345581, 0.1366448700428009, 0.9699211716651917, 0.1708637923002243], 'interactivity': True, 'content': 'a symbol or symbol related to a social media or social media platform.', 'source': 'box_yolo_content_yolo'}
icon 8: {'type': 'icon', 'bbox': [0.7518182396888733, 0.5195598006248474, 0.8405169248580933, 0.5635122060775757], 'interactivity': True, 'content': 'the number 1.', 'source': 'box_yolo_content_yolo'}
icon 9: {'type': 'icon', 'bbox': [0.8839660882949829, 0.1951805204153061, 0.9672057032585144, 0.23247423768043518], 'interactivity': True, 'content': 'A close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 10: {'type': 'icon', 'bbox': [0.26717740297317505, 0.018050380051136017, 0.3063015043735504, 0.035518113523721695], 'interactivity': True, 'content': 'Refresh or reload.', 'source': 'box_yolo_content_yolo'}
icon 11: {'type': 'icon', 'bbox': [0.8619165420532227, 0.018296144902706146, 0.9282972812652588, 0.035202231258153915], 'interactivity': True, 'content': 'A number or date.', 'source': 'box_yolo_content_yolo'}
icon 12: {'type': 'icon', 'bbox': [0.7033817172050476, 0.01797158271074295, 0.747639536857605, 0.03628809005022049], 'interactivity': True, 'content': 'A symbol or symbol related to a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 13: {'type': 'icon', 'bbox': [0.7597695589065552, 0.018047774210572243, 0.8044357299804688, 0.035670697689056396], 'interactivity': True, 'content': 'Wi-Fi signal orWi-fi connectivity.', 'source': 'box_yolo_content_yolo'}
icon 14: {'type': 'icon', 'bbox': [0.8859760165214539, 0.8712497353553772, 0.9403523206710815, 0.8965725302696228], 'interactivity': True, 'content': 'a line or line value.', 'source': 'box_yolo_content_yolo'}
icon 15: {'type': 'icon', 'bbox': [0.8125174045562744, 0.01775655709207058, 0.8523865938186646, 0.03510154411196709], 'interactivity': True, 'content': 'Close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 16: {'type': 'icon', 'bbox': [0.21667174994945526, 0.017765553668141365, 0.2552603781223297, 0.03531450033187866], 'interactivity': True, 'content': 'A note or note-taking application.', 'source': 'box_yolo_content_yolo'}
icon 17: {'type': 'icon', 'bbox': [0.8797132968902588, 0.7611411809921265, 0.9457213282585144, 0.8044158816337585], 'interactivity': True, 'content': 'a loading or buffering indicator.', 'source': 'box_yolo_content_yolo'}
icon 18: {'type': 'icon', 'bbox': [0.052300699055194855, 0.8682123422622681, 0.12391693145036697, 0.8980196118354797], 'interactivity': True, 'content': 'A symbol or symbol related to the Microsoft Edge browser.', 'source': 'box_yolo_content_yolo'}
icon 19: {'type': 'icon', 'bbox': [0.1661561280488968, 0.017524342983961105, 0.20642799139022827, 0.03562956303358078], 'interactivity': True, 'content': 'a notification or message.', 'source': 'box_yolo_content_yolo'}
icon 20: {'type': 'icon', 'bbox': [0.0522373765707016, 0.6584795713424683, 0.1248663142323494, 0.694362998008728], 'interactivity': True, 'content': 'Refresh or reload.', 'source': 'box_yolo_content_yolo'}
icon 21: {'type': 'icon', 'bbox': [0.13503825664520264, 0.33506831526756287, 0.1737457811832428, 0.3569217622280121], 'interactivity': True, 'content': 'the "Refresh" function.', 'source': 'box_yolo_content_yolo'}
icon 22: {'type': 'icon', 'bbox': [0.21467453241348267, 0.8709591031074524, 0.24844525754451752, 0.895188570022583], 'interactivity': True, 'content': 'a line or vertical line.', 'source': 'box_yolo_content_yolo'}
icon 23: {'type': 'icon', 'bbox': [0.2513141334056854, 0.870744526386261, 0.29072779417037964, 0.8957998752593994], 'interactivity': True, 'content': 'Adding a new item or element.', 'source': 'box_yolo_content_yolo'}
icon 24: {'type': 'icon', 'bbox': [0.46379354596138, 0.518476128578186, 0.6337940096855164, 0.564727783203125], 'interactivity': True, 'content': 'A symbol or symbol related to a user interface or platform.', 'source': 'box_yolo_content_yolo'}
icon 25: {'type': 'icon', 'bbox': [0.13138562440872192, 0.8689001798629761, 0.17223984003067017, 0.8961177468299866], 'interactivity': True, 'content': 'Adding a new item or element.', 'source': 'box_yolo_content_yolo'}
icon 26: {'type': 'icon', 'bbox': [0.8839209079742432, 0.31231027841567993, 0.9628689885139465, 0.3572561740875244], 'interactivity': True, 'content': 'a push pin or pinning function.', 'source': 'box_yolo_content_yolo'}
icon 27: {'type': 'icon', 'bbox': [0.773805558681488, 0.5895811915397644, 0.948976457118988, 0.6234844923019409], 'interactivity': True, 'content': 'the symbol for a home screen or main menu.', 'source': 'box_yolo_content_yolo'}
icon 28: {'type': 'icon', 'bbox': [0.8897253274917603, 0.7197968363761902, 0.9391473531723022, 0.7435421347618103], 'interactivity': True, 'content': 'A notification or alert.', 'source': 'box_yolo_content_yolo'}
icon 29: {'type': 'icon', 'bbox': [0.11991846561431885, 0.22409076988697052, 0.18497197329998016, 0.2623782157897949], 'interactivity': True, 'content': 'a loading or buffering indicator.', 'source': 'box_yolo_content_yolo'}
icon 30: {'type': 'icon', 'bbox': [0.2548978626728058, 0.7705969214439392, 0.2903817892074585, 0.7905236482620239], 'interactivity': True, 'content': 'the letter "R" in a black rectangle.', 'source': 'box_yolo_content_yolo'}
icon 31: {'type': 'icon', 'bbox': [0.17659327387809753, 0.8701595664024353, 0.21323677897453308, 0.8952625393867493], 'interactivity': True, 'content': 'a line or bar.', 'source': 'box_yolo_content_yolo'}
icon 32: {'type': 'icon', 'bbox': [0.19141535460948944, 0.2287352979183197, 0.46468064188957214, 0.2557027339935303], 'interactivity': True, 'content': 'A red symbol or symbol.', 'source': 'box_yolo_content_yolo'}
icon 33: {'type': 'icon', 'bbox': [0.2157801240682602, 0.7712388038635254, 0.2512919306755066, 0.790589451789856], 'interactivity': True, 'content': 'the "Add" function.', 'source': 'box_yolo_content_yolo'}
icon 34: {'type': 'icon', 'bbox': [0.04059194028377533, 0.3115183413028717, 0.12662020325660706, 0.35916465520858765], 'interactivity': True, 'content': "A symbol or logo indicating a user's profile or account.", 'source': 'box_yolo_content_yolo'}
icon 35: {'type': 'icon', 'bbox': [0.17528864741325378, 0.3346657454967499, 0.2159239798784256, 0.357284277677536], 'interactivity': True, 'content': 'the "Home" function.', 'source': 'box_yolo_content_yolo'}
icon 36: {'type': 'icon', 'bbox': [0.05149953439831734, 0.528735339641571, 0.13826344907283783, 0.5521776676177979], 'interactivity': True, 'content': 'A symbol or symbol related to Japanese language.', 'source': 'box_yolo_content_yolo'}
icon 37: {'type': 'icon', 'bbox': [0.29160478711128235, 0.7694202661514282, 0.33063212037086487, 0.7908349633216858], 'interactivity': True, 'content': 'the "Back" symbol.', 'source': 'box_yolo_content_yolo'}
icon 38: {'type': 'icon', 'bbox': [0.49058201909065247, 0.7696736454963684, 0.622222363948822, 0.7921950817108154], 'interactivity': True, 'content': 'Red paint or paintbrush tool.', 'source': 'box_yolo_content_yolo'}
icon 39: {'type': 'icon', 'bbox': [0.2342812865972519, 0.3346942365169525, 0.39922064542770386, 0.35646501183509827], 'interactivity': True, 'content': 'A walking or walking symbol.', 'source': 'box_yolo_content_yolo'}
icon 40: {'type': 'icon', 'bbox': [0.036741141229867935, 0.38386327028274536, 0.9739547967910767, 0.44487354159355164], 'interactivity': True, 'content': 'a bookmarking or bookmarking function.', 'source': 'box_yolo_content_yolo'}
icon 41: {'type': 'icon', 'bbox': [0.05127309262752533, 0.5939809679985046, 0.1358606219291687, 0.6186422109603882], 'interactivity': True, 'content': 'the symbol for adding a new item or element.', 'source': 'box_yolo_content_yolo'}
icon 42: {'type': 'icon', 'bbox': [0.6628027558326721, 0.9820002913475037, 0.9896368384361267, 1.0], 'interactivity': True, 'content': 'a blank space or page.', 'source': 'box_yolo_content_yolo'}
